sample_id,region,latitude,longitude,month,sea_surface_temperature_c,temperature_anomaly_c,wind_speed_kmh,wave_height_m,humidity_percent,pressure_hpa,cloud_coverage_percent,chlorophyll_index,current_speed_ms,ocean_risk_level
OM-1007,Pacífico Sul,-22.5801,-103.6149,3,29.75,0.78,26.6,2.16,94.77,1012.02,54.04,0.852,0.457,moderado
OM-1008,Atlântico Norte,26.127,-54.4205,6,23.45,1.78,30.21,2.68,79.86,990.41,74.61,1.134,0.339,alto
OM-1009,Pacífico Sul,-23.5982,-103.6033,6,26.84,0.93,23.43,2.76,78.35,1006.78,57.99,0.836,0.611,moderado
OM-1010,Pacífico Equatorial,-3.3508,-105.4681,11,29.53,0.41,27.58,2.5,78.61,996.1,31.65,1.357,0.572,moderado
OM-1011,Pacífico Sul,-35.5067,-138.1997,7,24.0,-0.81,17.5,2.56,82.78,1020.52,73.71,1.276,0.379,baixo
OM-1012,Atlântico Norte,37.3076,-65.4038,3,26.49,-0.06,31.23,2.76,86.34,1009.86,87.04,0.889,0.782,baixo
OM-1013,Costa Nordeste,-5.4653,-35.45,2,30.67,1.43,15.64,3.01,76.51,1011.89,60.27,1.257,0.44,critico
OM-1014,Pacífico Equatorial,-1.8987,-139.7859,10,29.55,0.79,22.02,2.36,78.69,1016.05,77.33,0.492,0.244,moderado
OM-1015,Atlântico Sul,-14.5527,-4.3901,9,27.14,0.9,29.59,2.87,61.25,1016.51,77.7,1.267,0.569,moderado
OM-1016,Pacífico Sul,-18.0015,-83.4063,11,28.25,2.57,40.63,3.15,63.76,1011.37,56.95,1.082,0.591,critico
OM-1017,Atlântico Sul,-27.17,-28.9946,11,23.76,1.13,17.54,1.49,71.09,1010.01,61.23,1.352,0.475,moderado
OM-1018,Pacífico Sul,-14.6488,-131.22,2,27.84,4.28,38.46,3.35,85.88,996.68,52.59,1.841,0.641,critico
OM-1019,Atlântico Sul,-26.2682,-3.7372,12,23.91,-0.13,14.72,3.79,77.84,1009.03,74.6,0.997,0.468,baixo
OM-1020,Pacífico Equatorial,0.1298,-92.4017,9,27.28,0.53,22.45,1.81,64.93,1003.9,84.03,1.887,0.212,moderado
OM-1021,Índico Oeste,-6.6971,67.8876,11,29.84,0.37,41.42,3.46,77.56,1025.05,67.67,1.503,0.335,alto
OM-1022,Pacífico Equatorial,0.8712,-96.9912,2,30.93,2.13,39.62,3.9,60.23,999.43,68.99,0.568,0.514,critico
OM-1023,Atlântico Norte,12.7426,-29.273,8,27.65,1.5,29.64,4.35,85.81,993.15,100,0.737,0.441,critico
OM-1024,Pacífico Equatorial,4.9142,-144.2815,9,31.27,-0.61,18.87,2.07,81.81,1007.15,94.39,0.921,0.36,baixo
OM-1025,Índico Oeste,-21.6396,45.1163,10,26.61,0.58,16.58,3.18,59.84,1008.6,69.41,0.387,1.138,moderado
OM-1026,Atlântico Sul,-12.3544,-10.7922,7,26.56,2.86,29.14,3.5,84.74,1009.6,71.62,0.817,0.451,critico
OM-1027,Índico Oeste,-9.1033,53.718,1,29.27,-0.18,29.12,3.47,88.75,1003.59,48.99,0.794,0.408,moderado
OM-1028,Índico Oeste,-22.6977,50.2059,1,27.2,-1.07,8.63,1.59,75.66,995.92,26.01,0.293,0.377,baixo
OM-1029,Índico Oeste,-12.1399,78.6515,12,29.17,2.18,28.89,2.94,82.32,1004.85,92.67,1.032,0.669,critico
OM-1030,Atlântico Norte,12.6514,-17.7259,1,26.62,3.81,39.15,5.45,76.84,991.65,67.9,1.368,0.437,critico
OM-1031,Índico Oeste,-7.8388,59.4154,8,29.03,1.13,4.58,0.72,80.05,1002.56,72.14,0.89,0.38,alto
OM-1032,Atlântico Norte,39.5544,-23.1854,6,25.19,1.58,6.61,1.82,78.01,1009.95,65.18,1.375,0.528,moderado
OM-1033,Pacífico Sul,-28.8831,-107.8003,1,24.71,0.43,8.87,1.63,78.7,1002.84,60.14,0.916,1.307,baixo
OM-1034,Atlântico Norte,34.2197,-45.8287,10,23.34,-0.61,21.53,1.25,63.62,1021.02,44.08,1.286,0.245,baixo
OM-1035,Pacífico Sul,-19.7227,-101.5024,8,28.63,3.28,19.34,2.6,70.88,1000.41,51.91,1.06,0.653,critico
OM-1036,Atlântico Norte,28.5635,-11.5088,4,28.62,2.23,31.18,2.68,79.3,987.58,40.17,1.287,0.665,critico
OM-1037,Atlântico Norte,30.9903,-10.5986,8,25.36,1.66,8.67,3.09,72.12,1003.04,68.48,1.502,0.784,alto
OM-1038,Atlântico Norte,16.6119,-29.7912,10,28.26,-0.11,7.14,1.75,74.26,1010.52,63.23,0.503,0.767,baixo
OM-1039,Índico Oeste,1.6185,44.7122,3,33.31,-0.07,39.54,3.05,78.17,997.23,58.71,0.3,0.825,critico
OM-1040,Atlântico Sul,-14.328,-30.1418,7,27.05,1.65,29.63,3.84,77.64,1000.44,85.33,0.275,0.689,alto
OM-1041,Pacífico Equatorial,0.7151,-91.1716,2,31.59,1.19,18.39,2.39,78.47,999.43,30.71,0.911,0.629,alto
OM-1042,Costa Nordeste,-4.259,-41.644,1,30.29,-0.34,29.28,2.07,80.98,1008.24,77.38,0.75,0.584,baixo
OM-1043,Costa Nordeste,-0.2282,-39.9774,1,31.42,0.7,17.93,2.02,72.35,1019.76,70.79,0.609,0.139,alto
OM-1044,Pacífico Sul,-24.3458,-91.5343,8,26.34,1.13,20.24,2.14,84.55,1000.79,44.4,0.704,1.116,moderado
OM-1045,Costa Nordeste,-1.2877,-33.5555,7,30.23,-0.47,16.47,1.95,87.18,1000.08,79.09,0.02,1.175,baixo
OM-1046,Atlântico Norte,30.9784,-33.8921,5,28.83,0.9,22.57,4.42,79.5,1016.2,70.47,1.022,0.885,alto
OM-1047,Costa Nordeste,-7.5686,-31.2627,7,32.17,2.33,41.52,2.25,78.38,1004.69,65.53,1.072,0.879,critico
OM-1048,Costa Nordeste,-0.098,-30.3068,6,32.55,1.38,23.28,3.0,76.78,1009.22,52.92,0.673,0.593,critico
OM-1049,Costa Nordeste,0.3747,-40.1547,3,32.7,2.18,21.1,3.09,86.36,1007.7,49.46,0.374,0.356,critico
OM-1050,Costa Nordeste,0.8605,-33.8863,8,30.04,0.12,28.28,2.58,85.73,1013.25,70.06,0.367,0.724,moderado
OM-1051,Pacífico Equatorial,0.1942,-91.5793,3,31.06,0.24,25.98,1.46,60.42,1013.39,65.7,0.613,0.605,moderado
OM-1052,Atlântico Sul,-13.0385,-43.4809,11,28.19,0.58,13.91,1.91,75.18,998.3,50.52,0.389,0.379,baixo
OM-1053,Atlântico Sul,-20.9285,-9.4927,7,28.9,-0.21,3.34,1.6,77.13,1010.69,57.68,0.413,0.757,baixo
OM-1054,Costa Nordeste,-7.8346,-35.5624,6,31.37,0.26,29.47,2.13,78.12,996.02,47.97,0.893,0.526,alto
OM-1055,Pacífico Sul,-37.8141,-111.3828,3,27.44,1.12,16.5,2.91,73.65,1005.87,28.63,0.563,0.565,moderado
OM-1056,Atlântico Norte,26.2557,-22.999,1,25.6,0.46,33.99,1.78,90.63,1001.82,65.8,1.618,0.175,moderado
OM-1057,Pacífico Sul,-19.2578,-124.3375,5,28.44,-0.01,29.77,1.76,72.51,1006.45,73.38,0.986,0.329,baixo
OM-1058,Atlântico Sul,-16.0944,-26.3086,6,29.38,0.3,12.1,2.38,50.05,1003.71,73.54,1.695,0.335,moderado
OM-1059,Atlântico Sul,-10.7295,-50.8737,11,26.27,-0.26,8.74,1.93,84.14,1002.0,32.82,0.982,0.815,baixo
OM-1060,Costa Nordeste,-6.1586,-36.3479,8,30.73,0.59,18.7,3.16,70.84,1011.45,46.55,0.662,0.796,alto
OM-1061,Atlântico Sul,-16.7286,1.4062,7,26.78,1.45,24.09,2.68,81.73,1010.63,26.18,0.794,0.451,alto
OM-1062,Pacífico Equatorial,-3.1744,-118.5849,8,29.74,0.27,26.14,1.98,66.85,997.8,74.3,1.199,0.373,moderado
OM-1063,Índico Oeste,-0.0907,48.8879,4,29.72,0.05,30.26,3.01,74.98,1021.01,68.64,0.676,0.629,baixo
OM-1064,Índico Oeste,-19.663,77.801,7,28.78,1.62,9.81,1.64,78.13,1018.17,67.4,0.618,0.659,critico
OM-1065,Atlântico Norte,13.1863,-27.3631,6,26.64,2.25,27.97,3.75,81.21,996.85,37.71,0.643,0.667,critico
OM-1066,Pacífico Equatorial,-2.7579,-138.3504,11,28.2,-0.69,21.7,1.9,86.96,992.81,44.55,0.66,0.694,baixo
OM-1067,Pacífico Equatorial,0.8198,-133.852,1,31.98,1.04,32.21,3.19,90.63,1015.64,67.3,1.192,0.77,critico
OM-1068,Costa Nordeste,-0.1895,-37.8622,9,31.72,1.53,25.84,2.93,58.07,989.77,85.73,1.629,0.663,critico
OM-1069,Atlântico Sul,-29.2962,-31.9991,8,23.31,1.34,21.98,1.86,63.37,1001.4,78.71,0.381,0.779,alto
OM-1070,Costa Nordeste,0.1364,-37.0983,6,29.54,1.69,6.4,1.76,77.68,998.45,100,0.783,0.314,alto
OM-1071,Índico Oeste,-8.8326,51.1815,3,33.25,1.68,48.06,3.34,73.38,1013.95,60.24,0.585,0.288,critico
OM-1072,Pacífico Sul,-14.7527,-144.0771,9,29.04,2.24,46.64,3.33,67.91,1004.05,92.31,1.658,0.671,critico
OM-1073,Pacífico Equatorial,-1.275,-136.2256,11,30.3,0.36,11.4,1.09,80.95,1009.33,49.74,1.153,0.562,moderado
OM-1074,Índico Oeste,-23.9863,48.1637,11,25.21,1.26,24.06,3.26,62.25,1004.32,36.33,1.317,0.584,moderado
OM-1075,Pacífico Sul,-10.2861,-150.0123,8,29.1,-0.34,18.24,2.83,75.9,1005.2,91.11,0.02,0.431,baixo
OM-1076,Pacífico Equatorial,-2.9085,-92.4785,9,30.39,2.22,30.33,2.81,88.7,1015.77,88.25,1.456,0.851,critico
OM-1077,Pacífico Sul,-30.8539,-161.6656,7,24.82,-1.27,8.2,2.03,79.62,1024.25,36.62,1.208,0.578,baixo
OM-1078,Pacífico Sul,-37.3872,-128.9575,3,27.15,-0.01,21.79,1.66,68.01,1001.3,23.42,1.35,0.74,baixo
OM-1079,Atlântico Norte,12.707,-20.9999,11,26.9,-0.28,21.41,2.57,95.05,1015.3,47.06,0.02,0.483,baixo
OM-1080,Índico Oeste,-4.3755,47.9328,12,30.03,-1.43,42.21,2.18,83.94,1004.96,65.35,1.264,0.244,baixo
OM-1081,Pacífico Sul,-27.6418,-154.5927,2,25.37,-1.0,6.69,1.13,77.09,1024.35,53.68,1.041,0.284,baixo
OM-1082,Costa Nordeste,-0.5278,-32.1645,9,30.4,1.7,17.01,3.01,65.95,994.45,73.12,0.814,0.675,critico
OM-1083,Atlântico Sul,-18.5791,-38.0325,5,26.42,-0.44,19.6,1.81,86.66,1002.34,73.01,0.368,0.866,baixo
OM-1084,Índico Oeste,-22.9035,42.2175,4,28.39,-0.45,34.14,1.97,79.5,1021.54,60.07,0.601,1.124,baixo
OM-1085,Atlântico Norte,17.2908,-61.0456,11,26.97,0.19,8.45,2.73,84.21,1001.75,79.54,1.558,0.556,moderado
OM-1086,Atlântico Norte,34.325,-28.8391,8,22.98,0.48,19.41,2.76,75.02,994.1,39.79,1.203,0.73,moderado
OM-1087,Índico Oeste,2.7291,71.9477,1,31.29,1.29,38.61,2.66,83.77,987.37,53.27,0.869,1.017,critico
OM-1088,Costa Nordeste,1.4491,-31.9199,10,31.74,0.73,8.82,1.57,74.31,997.34,56.27,0.96,0.436,alto
OM-1089,Pacífico Sul,-13.9643,-123.9757,1,27.4,1.8,20.64,2.83,72.32,1003.11,75.1,0.97,0.728,alto
OM-1090,Costa Nordeste,-8.6133,-42.6389,11,32.67,-0.45,20.74,1.8,88.87,1020.03,51.48,0.624,0.453,moderado
OM-1091,Costa Nordeste,-9.4978,-35.7374,1,29.18,1.08,40.3,2.59,82.05,1001.34,36.13,0.477,0.896,alto
OM-1092,Índico Oeste,-13.5915,48.3361,1,27.29,-0.24,27.78,1.31,89.52,1017.58,55.45,0.98,0.421,baixo
OM-1093,Pacífico Sul,-28.1565,-122.7665,6,26.6,-0.31,30.0,3.19,74.68,1009.3,61.37,0.565,1.071,baixo
OM-1094,Pacífico Equatorial,2.2157,-99.6212,2,32.33,1.54,23.84,1.88,66.21,1018.27,25.62,0.612,0.574,critico
OM-1095,Índico Oeste,-21.4405,51.0185,7,29.39,0.15,9.56,2.78,89.22,1022.99,58.47,0.976,0.582,baixo
OM-1096,Costa Nordeste,1.8812,-31.0472,7,32.19,1.47,18.86,2.41,82.97,1017.06,30.36,1.2,0.797,critico
OM-1097,Atlântico Norte,10.6714,-56.3079,3,29.98,-0.25,28.1,2.82,81.62,1006.75,78.71,0.409,0.979,baixo
OM-1098,Pacífico Equatorial,-4.6762,-146.4811,1,29.05,-0.71,0,1.56,69.88,1006.78,67.42,0.586,0.776,baixo
OM-1099,Pacífico Sul,-16.6486,-138.6771,5,28.38,0.85,19.85,2.52,79.94,1001.47,50.64,0.98,0.173,moderado
OM-1100,Atlântico Norte,13.6791,-57.5668,12,27.8,1.06,25.53,2.39,82.34,1015.29,36.06,0.794,0.712,baixo
OM-1101,Índico Oeste,-21.7779,63.7099,12,28.26,2.24,18.47,2.75,78.67,1006.54,61.15,0.719,1.036,alto
OM-1102,Pacífico Equatorial,-1.3888,-118.1584,5,31.24,0.63,28.87,2.99,86.62,1007.46,35.14,1.52,0.478,alto
OM-1103,Pacífico Sul,-27.1155,-147.1615,1,25.43,1.71,45.17,3.42,78.31,989.68,85.78,1.612,1.144,critico
OM-1104,Índico Oeste,1.6891,57.4724,3,33.44,1.17,33.03,1.99,73.48,1005.07,82.86,0.889,0.357,critico
OM-1105,Pacífico Equatorial,1.2684,-148.504,2,31.71,0.32,20.38,2.05,75.97,1010.09,41.28,0.399,0.05,moderado
OM-1106,Atlântico Sul,-13.5891,-18.4101,12,28.46,-0.39,28.4,2.42,79.69,1008.47,56.78,0.685,0.344,baixo
OM-1107,Atlântico Norte,18.9289,-20.1921,8,28.49,0.21,36.88,2.74,72.02,1001.24,28.45,0.499,0.683,baixo
OM-1108,Atlântico Norte,32.4972,-63.8767,7,25.65,0.46,34.39,2.56,69.19,1002.99,75.37,0.263,0.419,moderado
OM-1109,Pacífico Sul,-10.9888,-109.7242,10,26.42,3.59,34.07,3.33,79.45,993.39,100,0.711,0.748,critico
OM-1110,Costa Nordeste,-4.3928,-37.2664,9,30.28,0.25,30.7,1.77,68.38,996.2,47.15,0.567,0.854,moderado
OM-1111,Atlântico Norte,38.3114,-22.0488,4,24.93,1.62,15.06,2.47,89.24,1005.97,100,0.497,0.808,alto
OM-1112,Atlântico Sul,-15.3809,-20.0624,11,26.11,0.21,40.82,3.17,87.36,1010.32,45.2,1.009,0.464,baixo
OM-1113,Atlântico Sul,-20.9742,2.2115,6,26.66,0.4,49.85,3.02,59.71,1018.62,47.93,0.813,0.909,moderado
OM-1114,Índico Oeste,-10.7708,58.931,2,28.96,0.1,14.53,1.91,62.04,1018.36,29.42,0.02,0.252,baixo
OM-1115,Atlântico Norte,18.1125,-60.079,11,24.66,3.52,13.89,4.03,66.68,987.56,65.47,1.112,0.877,critico
OM-1116,Pacífico Sul,-36.4626,-88.5751,2,25.91,-0.31,41.68,3.22,72.09,1002.0,44.64,1.628,0.495,baixo
OM-1117,Pacífico Equatorial,2.2287,-128.7574,8,28.33,-0.27,17.19,1.78,62.75,995.54,83.96,0.522,0.468,moderado
OM-1118,Índico Oeste,-8.596,68.8142,10,28.95,0.9,30.99,3.43,81.2,1012.25,51.01,1.064,0.922,moderado
OM-1119,Costa Nordeste,-0.0938,-38.9005,9,29.93,0.59,40.61,2.71,74.99,1013.78,53.42,0.599,0.844,alto
OM-1120,Pacífico Equatorial,-1.0481,-140.9197,9,28.48,1.0,22.41,2.41,73.86,1012.59,74.11,0.453,0.587,moderado
OM-1121,Pacífico Equatorial,1.6118,-90.7719,11,31.68,-1.5,16.45,1.47,79.64,1026.51,66.8,0.575,0.598,baixo
OM-1122,Pacífico Equatorial,-1.7878,-119.3374,7,29.88,3.3,38.63,3.32,74.2,1004.36,76.41,1.324,0.59,critico
OM-1123,Costa Nordeste,-1.6358,-40.896,10,27.79,1.47,25.12,1.3,79.34,1003.91,28.81,0.915,0.245,moderado
OM-1124,Atlântico Norte,28.9146,-37.1977,12,25.61,0.62,28.71,3.12,66.33,1009.73,63.38,0.72,0.639,moderado
OM-1125,Costa Nordeste,1.0294,-35.6011,5,30.45,0.25,25.29,1.99,85.92,1006.32,41.44,0.537,0.771,moderado
OM-1126,Pacífico Equatorial,1.8869,-97.9961,6,31.1,1.19,22.97,2.37,63.9,996.73,56.07,0.817,0.459,alto
OM-1127,Pacífico Equatorial,-2.536,-94.2751,12,30.97,0.72,9.9,2.69,77.93,1021.06,60.05,0.378,0.378,alto
OM-1128,Costa Nordeste,-5.0705,-34.3597,3,33.32,1.3,17.97,2.14,78.24,1006.81,45.96,0.522,0.631,critico
OM-1129,Atlântico Norte,17.5065,-67.1825,7,29.82,0.59,40.07,2.2,67.96,998.56,40.99,1.06,0.423,alto
OM-1130,Pacífico Equatorial,-1.8525,-98.0893,8,30.44,-0.22,5.59,1.28,72.85,1018.96,62.06,1.486,0.534,baixo
OM-1131,Costa Nordeste,-7.0898,-33.2665,5,32.78,-1.15,22.43,1.7,62.45,1017.77,70.6,0.934,0.363,moderado
OM-1132,Costa Nordeste,1.1042,-44.8627,11,27.85,2.61,36.95,4.49,51.35,1008.15,31.28,1.193,0.624,critico
OM-1133,Pacífico Equatorial,1.1327,-126.5914,2,32.46,0.95,43.23,4.02,86.97,990.35,61.54,1.628,0.144,critico
OM-1134,Atlântico Sul,-14.7901,8.6629,1,29.24,1.36,14.47,2.55,69.84,1004.97,86.29,1.213,0.752,alto
OM-1135,Atlântico Sul,-11.3803,-37.2422,3,30.27,0.57,33.09,3.89,90.37,1012.61,67.2,0.804,0.467,alto
OM-1136,Índico Oeste,-14.7355,57.2033,12,26.39,0.13,34.52,2.98,90.01,1004.46,47.33,1.046,0.385,baixo
OM-1137,Atlântico Sul,-16.565,-9.8435,4,26.74,0.56,24.05,0.81,90.36,1011.22,43.83,1.014,0.246,moderado
OM-1138,Pacífico Equatorial,2.3977,-97.8078,2,33.81,3.99,17.76,3.59,63.73,991.65,100,1.192,0.296,critico
OM-1139,Atlântico Sul,-20.985,3.5761,7,28.08,-0.07,11.42,1.11,73.51,1010.58,74.61,0.424,0.395,baixo
OM-1140,Atlântico Sul,-12.0452,-32.014,1,27.76,0.34,15.26,1.79,76.06,1011.67,42.88,1.34,0.875,baixo
OM-1141,Costa Nordeste,-6.1,-36.8202,3,31.77,2.5,30.58,3.79,97.96,1006.94,60.03,0.56,0.715,critico
OM-1142,Índico Oeste,-11.7838,60.2063,9,28.87,-0.37,24.48,2.78,97.62,997.86,56.45,1.221,0.668,baixo
OM-1143,Atlântico Norte,36.3702,-28.694,8,23.73,0.22,20.99,2.31,69.45,994.5,66.51,0.261,0.585,moderado
OM-1144,Costa Nordeste,-3.5604,-30.5948,9,28.67,-0.95,23.44,1.28,64.14,1015.78,38.09,0.779,0.804,baixo
OM-1145,Atlântico Sul,-23.8785,9.0434,8,26.84,0.37,21.46,3.16,82.31,1014.69,68.11,0.884,0.563,baixo
OM-1146,Pacífico Sul,-11.0948,-106.0575,3,28.75,2.54,21.65,2.2,79.82,1009.3,57.78,1.027,1.278,critico
OM-1147,Pacífico Sul,-23.5088,-167.2925,3,30.49,0.2,10.64,1.96,88.51,1013.62,70.91,0.712,0.881,moderado
OM-1148,Atlântico Sul,-26.2977,-43.5776,1,26.83,0.74,19.71,2.59,86.06,1001.82,38.61,0.45,0.159,moderado
OM-1149,Índico Oeste,-3.554,44.8681,9,30.83,0.98,27.33,2.17,82.36,1002.67,13.5,0.617,0.348,alto
OM-1150,Atlântico Sul,-18.2073,-5.9174,8,27.05,2.15,23.27,2.78,71.94,1012.68,83.47,1.02,0.539,alto
OM-1151,Atlântico Sul,-26.0289,-4.7488,1,23.07,1.0,43.44,3.22,74.38,1011.4,59.11,0.53,0.724,moderado
OM-1152,Pacífico Sul,-38.6177,-131.0434,11,23.23,3.32,24.43,3.65,86.57,991.23,58.07,0.39,1.32,critico
OM-1153,Atlântico Sul,-13.8447,-19.7925,2,26.82,1.59,25.12,3.78,89.34,1008.3,45.76,1.371,0.728,alto
OM-1154,Costa Nordeste,-6.4696,-42.8876,9,29.72,-0.55,11.89,2.4,83.27,1011.95,29.7,1.007,0.829,baixo
OM-1155,Índico Oeste,-9.1258,67.2851,11,28.31,0.71,14.92,2.98,80.64,1017.3,81.36,1.092,0.324,moderado
OM-1156,Costa Nordeste,-8.4819,-30.851,3,30.34,1.18,0.87,2.53,63.32,1007.92,74.22,0.661,0.543,alto
OM-1157,Atlântico Sul,-14.779,8.7259,10,26.35,2.61,25.37,3.6,86.71,1000.33,35.26,1.28,0.565,critico
OM-1158,Pacífico Equatorial,-1.149,-138.9073,2,33.07,1.37,18.41,2.39,65.6,998.9,82.19,0.806,0.63,critico
OM-1159,Índico Oeste,-14.972,63.5054,8,29.18,1.06,37.1,2.28,61.12,1019.22,80.48,1.24,0.463,moderado
OM-1160,Atlântico Sul,-23.6208,-4.3324,3,30.62,2.84,30.41,3.28,54.95,992.18,94.2,1.315,0.688,critico
OM-1161,Pacífico Equatorial,-0.8999,-92.9617,8,31.46,2.09,48.71,1.98,53.55,1000.13,26.14,0.513,0.701,critico
OM-1162,Atlântico Sul,-28.2208,-21.1889,9,24.71,1.85,27.89,3.34,67.3,1008.43,100,0.656,0.684,alto
OM-1163,Índico Oeste,-23.0227,71.452,9,25.7,0.59,23.47,2.54,80.88,1016.33,81.32,0.02,0.457,baixo
OM-1164,Índico Oeste,-22.5739,75.2045,12,25.51,2.26,11.5,3.07,77.96,1007.8,26.76,1.241,0.289,alto
OM-1165,Atlântico Sul,-10.8604,-38.3323,12,28.24,-0.55,12.62,1.65,72.28,997.66,58.21,1.37,0.622,baixo
OM-1166,Índico Oeste,-7.2071,62.9234,7,30.1,1.6,21.93,2.79,78.22,1002.2,38.2,0.542,1.204,alto
OM-1167,Costa Nordeste,-0.3427,-32.8359,2,32.07,2.1,37.07,3.42,85.82,1015.01,54.78,0.704,0.584,critico
OM-1168,Pacífico Equatorial,-2.8666,-97.1011,12,29.81,1.13,29.46,2.26,85.11,1000.7,100,1.231,0.828,alto
OM-1169,Pacífico Sul,-27.122,-152.5619,9,24.33,2.0,24.18,3.72,78.87,1011.57,82.36,1.684,0.114,critico
OM-1170,Pacífico Sul,-10.9286,-143.1876,3,28.0,2.54,43.63,3.1,67.44,1006.47,60.68,1.245,0.748,critico
OM-1171,Atlântico Norte,15.4832,-20.5209,10,29.56,1.05,23.82,2.83,70.07,1000.72,100,1.135,0.738,alto
OM-1172,Atlântico Sul,-10.0644,-24.9245,9,27.46,0.46,32.23,2.81,69.34,1026.91,54.19,0.733,0.546,baixo
OM-1173,Atlântico Sul,-21.8775,-14.6361,4,28.13,2.46,43.47,3.17,97.14,1000.35,62.43,0.875,0.965,critico
OM-1174,Atlântico Norte,20.7203,-12.2813,1,28.68,1.38,29.69,2.76,81.33,1008.8,60.07,0.716,1.059,moderado
OM-1175,Pacífico Sul,-19.4084,-117.062,8,26.29,1.07,36.4,2.78,77.47,990.42,74.63,0.558,0.05,alto
OM-1176,Pacífico Sul,-17.7051,-109.3336,11,27.82,0.71,25.42,2.64,56.38,1020.88,14.39,0.151,0.588,moderado
OM-1177,Pacífico Sul,-13.0821,-159.3334,5,27.4,2.33,18.29,3.17,70.65,990.17,90.21,1.277,0.225,critico
OM-1178,Costa Nordeste,1.8858,-39.9478,10,29.25,0.23,13.23,3.09,88.82,1002.17,55.61,0.93,0.555,moderado
OM-1179,Índico Oeste,3.9126,62.7758,10,30.04,0.61,44.34,2.58,72.26,1003.09,40.37,1.154,0.544,alto
OM-1180,Costa Nordeste,1.9534,-37.4857,12,29.59,-0.69,13.11,1.13,72.8,1022.94,73.9,0.711,0.509,baixo
OM-1181,Índico Oeste,-11.2457,70.3505,3,28.96,2.19,40.19,3.45,84.63,1000.88,81.44,1.353,0.561,critico
OM-1182,Pacífico Equatorial,-3.1623,-146.3311,3,31.21,-0.4,22.19,2.72,73.82,1012.98,93.03,0.867,0.263,moderado
OM-1183,Índico Oeste,0.1679,41.8558,4,34.24,0.65,34.19,2.41,76.25,1010.72,66.81,0.78,0.433,critico
OM-1184,Costa Nordeste,-2.6048,-44.9026,11,28.31,2.71,19.82,4.18,59.68,997.51,46.06,1.031,0.512,critico
OM-1185,Costa Nordeste,-2.879,-36.096,7,30.55,1.44,32.07,2.37,78.1,998.99,96.28,1.005,0.343,critico
OM-1186,Costa Nordeste,-9.0671,-38.0708,8,31.82,1.99,41.47,4.21,79.9,996.41,64.96,0.994,0.806,critico
OM-1187,Costa Nordeste,-8.8123,-33.0711,12,30.16,0.32,17.85,2.23,65.61,1004.08,77.1,0.848,0.66,moderado
OM-1188,Atlântico Sul,-19.9373,-41.2567,6,27.85,1.59,36.27,2.51,49.84,1008.84,75.54,1.523,0.354,alto
OM-1189,Pacífico Sul,-38.4897,-80.6826,6,26.79,0.09,16.09,0.87,100,1019.66,50.46,0.664,0.733,baixo
OM-1190,Costa Nordeste,-0.3555,-40.8583,5,33.21,-0.38,31.21,3.35,75.51,1008.15,61.5,1.049,0.581,alto
OM-1191,Costa Nordeste,-8.3768,-30.8173,1,30.99,1.33,24.74,3.21,87.26,1016.66,52.91,0.929,0.065,critico
OM-1192,Pacífico Equatorial,0.7727,-107.3676,12,31.02,0.63,26.59,2.63,76.84,1009.55,90.38,0.638,0.607,alto
OM-1193,Pacífico Sul,-26.8328,-137.6742,3,25.85,0.2,29.99,4.01,76.69,996.46,17.41,1.236,0.441,moderado
OM-1194,Atlântico Sul,-16.3564,-1.3829,6,28.25,-0.58,9.94,2.12,65.38,1018.81,40.47,0.617,0.599,baixo
OM-1195,Pacífico Sul,-35.143,-116.1607,7,24.1,-0.9,26.82,2.51,77.91,1007.83,80.41,0.621,0.744,baixo
OM-1196,Atlântico Sul,-24.7266,-0.2605,12,26.47,0.41,18.8,2.59,93.58,1017.2,81.98,0.693,0.664,baixo
OM-1197,Índico Oeste,-8.2846,54.743,7,32.42,-1.05,19.27,0.52,64.47,1020.57,58.82,0.728,0.226,baixo
OM-1198,Pacífico Equatorial,-4.3956,-115.1272,5,31.94,0.83,19.36,2.75,70.07,1021.92,53.02,0.393,0.47,alto
OM-1199,Atlântico Norte,21.3079,-42.7831,3,29.71,-0.13,23.78,2.09,83.54,1007.34,64.28,0.223,0.913,baixo
OM-1200,Pacífico Sul,-23.3558,-141.1495,11,28.01,1.7,10.79,1.12,64.61,1004.76,100,0.92,0.203,alto
OM-1201,Índico Oeste,-20.5744,49.6041,5,30.62,-0.18,12.63,1.72,78.35,1021.8,71.61,0.02,0.417,baixo
OM-1202,Pacífico Equatorial,4.4723,-91.5535,3,33.4,-0.26,21.9,2.78,99.19,1002.34,91.7,0.932,0.935,alto
OM-1203,Pacífico Equatorial,3.4834,-118.2599,7,34.31,1.04,36.48,2.08,64.19,1013.2,47.06,0.505,0.626,critico
OM-1204,Pacífico Sul,-13.1526,-98.2261,5,28.53,-1.5,14.09,2.13,86.48,1010.91,0,0.317,0.524,baixo
OM-1205,Pacífico Sul,-22.1606,-124.7489,2,26.23,2.67,29.54,3.36,75.59,1001.15,46.3,1.785,0.181,critico
OM-1206,Atlântico Norte,12.6262,-49.4986,7,27.13,0.15,13.51,1.8,79.53,1004.95,67.38,0.582,0.05,baixo
OM-1207,Costa Nordeste,-7.1248,-33.3462,10,30.74,0.54,31.12,2.49,100,1005.92,45.16,0.436,0.582,alto
